Cod.Cliente;Ragione sociale;Tipo pag.;Causale;Descrizione;Anno documento;Num.Documento;Num.Riferimento;Data registrazione;Data documento;Data scadenza;Valuta;Importo +/-(dare/avere);Condizioni pagamento;Causale movimento;Tipologia cliente;
00444;DEMAUTO SPA                             ;B;FVE;Fattura emessa DEMAUTO SPA;2014;036440;00036440;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          687,13;Bonifico B. 60 gg fm          ;Fattura emessa                ;SPI                           ;
03700;DIMAR SPA                               ;B;FVE;Fattura emessa DIMAR SPA;2014;036441;00036441;30/09/2014;30/09/2014;31/12/2014;Euro                          ;         1166,15;Bonifico B. 90 gg fm          ;Fattura emessa                ;DO                            ;
03700;DIMAR SPA                               ;B;FVE;Fattura emessa DIMAR SPA;2014;036442;00036442;30/09/2014;30/09/2014;31/12/2014;Euro                          ;          460,94;Bonifico B. 90 gg fm          ;Fattura emessa                ;DO                            ;
02025;DRS DISTRIBUZIONE RICAMBI E SERVIZI SpA ;W;FVE;Fattura emessa DRS DISTRIBUZIONE RICAMBI E SE;2014;036443;00036443;30/09/2014;30/09/2014;30/11/2014;Euro                          ;           89,38;RI.BA   60 gg fm              ;Fattura emessa                ;SPI                           ;
00251;E.R.A.-ESCLUSIVITA' RAPPRESEN AUTOMO SRL;B;FVE;Fattura emessa E.R.A.-ESCLUSIVITA' RAPPRESEN;2014;036444;00036444;30/09/2014;30/09/2014;10/01/2015;Euro                          ;          625,49;Bonifico B. 90 gg fm          ;Fattura emessa                ;Texaco                        ;
00251;E.R.A.-ESCLUSIVITA' RAPPRESEN AUTOMO SRL;B;FVE;Fattura emessa E.R.A.-ESCLUSIVITA' RAPPRESEN;2014;036445;00036445;30/09/2014;30/09/2014;10/01/2015;Euro                          ;         1113,96;Bonifico B. 90 gg fm          ;Fattura emessa                ;Texaco                        ;
00251;E.R.A.-ESCLUSIVITA' RAPPRESEN AUTOMO SRL;B;FVE;Fattura emessa E.R.A.-ESCLUSIVITA' RAPPRESEN;2014;036446;00036446;30/09/2014;30/09/2014;10/01/2015;Euro                          ;          556,98;Bonifico B. 90 gg fm          ;Fattura emessa                ;Texaco                        ;
00251;E.R.A.-ESCLUSIVITA' RAPPRESEN AUTOMO SRL;B;FVE;Fattura emessa E.R.A.-ESCLUSIVITA' RAPPRESEN;2014;036447;00036447;30/09/2014;30/09/2014;10/01/2015;Euro                          ;          556,98;Bonifico B. 90 gg fm          ;Fattura emessa                ;Texaco                        ;
05113;ESPOSITO EBREO PASQUALE                 ;B;FVE;Fattura emessa ESPOSITO EBREO PASQUALE;2014;036448;00036448;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          169,53;Bonifico B. 60 gg fm          ;Fattura emessa                ;Trade                         ;
00294;EUROBRICO SPA                           ;W;FVE;Fattura emessa EUROBRICO SPA;2014;036449;00036449;30/09/2014;30/09/2014;10/01/2015;Euro                          ;          853,34;RI.BA   90 gg fm              ;Fattura emessa                ;DO                            ;
00294;EUROBRICO SPA                           ;W;FVE;Fattura emessa EUROBRICO SPA;2014;036450;00036450;30/09/2014;30/09/2014;10/01/2015;Euro                          ;          766,11;RI.BA   90 gg fm              ;Fattura emessa                ;DO                            ;
00294;EUROBRICO SPA                           ;W;FVE;Fattura emessa EUROBRICO SPA;2014;036451;00036451;30/09/2014;30/09/2014;10/01/2015;Euro                          ;         1408,31;RI.BA   90 gg fm              ;Fattura emessa                ;DO                            ;
04262;FERRAMENTA LONGHIN                      ;W;FVE;Fattura emessa FERRAMENTA LONGHIN;2014;036452;00036452;30/09/2014;30/09/2014;30/11/2014;Euro                          ;           32,21;RI.BA   60 gg fm              ;Fattura emessa                ;DO                            ;
00949;G.D. SRL                                ;B;FVE;Fattura emessa G.D. SRL;2014;036453;00036453;30/09/2014;30/09/2014;30/11/2014;Euro                          ;         1158,27;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
05137;GLOBAL AUTO SRL                         ;W;FVE;Fattura emessa GLOBAL AUTO SRL;2014;036454;00036454;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          183,00;RI.BA   60 gg fm              ;Fattura emessa                ;Trade                         ;
01014;GRANCASA SPA                            ;B;FVE;Fattura emessa GRANCASA SPA;2014;036455;00036455;30/09/2014;30/09/2014;31/12/2014;Euro                          ;         1797,67;Bonifico B. 90 gg fm          ;Fattura emessa                ;GD                            ;
04342;GUARALDI STEFANO                        ;W;FVE;Fattura emessa GUARALDI STEFANO;2014;036456;00036456;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          577,61;RI.BA   60 gg fm              ;Fattura emessa                ;Texaco                        ;
05020;HOBBY AUTO DI TOSTI MAURIZIO            ;W;FVE;Fattura emessa HOBBY AUTO DI TOSTI MAURIZIO;2014;036457;00036457;30/09/2014;30/09/2014;30/11/2014;Euro                          ;         1318,53;RI.BA   60 gg fm              ;Fattura emessa                ;Trade                         ;
04061;HYDRO ELETTRO COLOR CENTER SAS          ;W;FVE;Fattura emessa HYDRO ELETTRO COLOR CENTER SAS;2014;036458;00036458;30/09/2014;30/09/2014;30/11/2014;Euro                          ;           12,69;RI.BA   60 gg fm              ;Fattura emessa                ;DO                            ;
00123;IPER MONTEBELLO SPA                     ;B;FVE;Fattura emessa IPER MONTEBELLO SPA;2014;036459;00036459;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          273,77;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
00123;IPER MONTEBELLO SPA                     ;B;FVE;Fattura emessa IPER MONTEBELLO SPA;2014;036460;00036460;30/09/2014;30/09/2014;30/11/2014;Euro                          ;           84,28;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
00123;IPER MONTEBELLO SPA                     ;B;FVE;Fattura emessa IPER MONTEBELLO SPA;2014;036461;00036461;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          385,32;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
00123;IPER MONTEBELLO SPA                     ;B;FVE;Fattura emessa IPER MONTEBELLO SPA;2014;036462;00036462;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          152,99;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
00123;IPER MONTEBELLO SPA                     ;B;FVE;Fattura emessa IPER MONTEBELLO SPA;2014;036463;00036463;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          188,86;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
00123;IPER MONTEBELLO SPA                     ;B;FVE;Fattura emessa IPER MONTEBELLO SPA;2014;036464;00036464;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          530,94;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
00123;IPER MONTEBELLO SPA                     ;B;FVE;Fattura emessa IPER MONTEBELLO SPA;2014;036465;00036465;30/09/2014;30/09/2014;30/11/2014;Euro                          ;         1108,37;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
00123;IPER MONTEBELLO SPA                     ;B;FVE;Fattura emessa IPER MONTEBELLO SPA;2014;036466;00036466;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          707,89;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
03721;L'ANGOLO DEL MARE DI AVELLINO ALESSIO   ;W;FVE;Fattura emessa L'ANGOLO DEL MARE DI AVELLINO;2014;036467;00036467;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          342,38;RI.BA   60 gg fm              ;Fattura emessa                ;DO                            ;
02234;LA PREALPINA DIVISIONE COMMERCIO SPA    ;W;FVE;Fattura emessa LA PREALPINA DIVISIONE COMMERC;2014;036468;00036468;30/09/2014;30/09/2014;30/11/2014;Euro                          ;         7024,94;RI.BA   60 gg fm              ;Fattura emessa                ;DO                            ;
02234;LA PREALPINA DIVISIONE COMMERCIO SPA    ;W;FVE;Fattura emessa LA PREALPINA DIVISIONE COMMERC;2014;036469;00036469;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          378,20;RI.BA   60 gg fm              ;Fattura emessa                ;DO                            ;
04094;LAEMA SRL                               ;B;FVE;Fattura emessa LAEMA SRL;2014;036470;00036470;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          759,38;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
05005;LDD SPA A SOCIO UNICO - NUOVO COD. 3297 ;B;FVE;Fattura emessa LDD SPA A SOCIO UNICO;2014;036471;00036471;30/09/2014;30/09/2014;31/12/2014;Euro                          ;          696,86;Bonifico B. 90 gg fm          ;Fattura emessa                ;DO                            ;
05005;LDD SPA A SOCIO UNICO - NUOVO COD. 3297 ;B;FVE;Fattura emessa LDD SPA A SOCIO UNICO;2014;036472;00036472;30/09/2014;30/09/2014;31/12/2014;Euro                          ;         1045,30;Bonifico B. 90 gg fm          ;Fattura emessa                ;DO                            ;
05005;LDD SPA A SOCIO UNICO - NUOVO COD. 3297 ;B;FVE;Fattura emessa LDD SPA A SOCIO UNICO;2014;036473;00036473;30/09/2014;30/09/2014;31/12/2014;Euro                          ;          696,86;Bonifico B. 90 gg fm          ;Fattura emessa                ;DO                            ;
05005;LDD SPA A SOCIO UNICO - NUOVO COD. 3297 ;B;FVE;Fattura emessa LDD SPA A SOCIO UNICO;2014;036474;00036474;30/09/2014;30/09/2014;31/12/2014;Euro                          ;          696,86;Bonifico B. 90 gg fm          ;Fattura emessa                ;DO                            ;
05005;LDD SPA A SOCIO UNICO - NUOVO COD. 3297 ;B;FVE;Fattura emessa LDD SPA A SOCIO UNICO;2014;036475;00036475;30/09/2014;30/09/2014;31/12/2014;Euro                          ;          696,86;Bonifico B. 90 gg fm          ;Fattura emessa                ;DO                            ;
05005;LDD SPA A SOCIO UNICO - NUOVO COD. 3297 ;B;FVE;Fattura emessa LDD SPA A SOCIO UNICO;2014;036476;00036476;30/09/2014;30/09/2014;31/12/2014;Euro                          ;          696,86;Bonifico B. 90 gg fm          ;Fattura emessa                ;DO                            ;
05005;LDD SPA A SOCIO UNICO - NUOVO COD. 3297 ;B;FVE;Fattura emessa LDD SPA A SOCIO UNICO;2014;036477;00036477;30/09/2014;30/09/2014;31/12/2014;Euro                          ;          696,86;Bonifico B. 90 gg fm          ;Fattura emessa                ;DO                            ;
05005;LDD SPA A SOCIO UNICO - NUOVO COD. 3297 ;B;FVE;Fattura emessa LDD SPA A SOCIO UNICO;2014;036478;00036478;30/09/2014;30/09/2014;31/12/2014;Euro                          ;          696,86;Bonifico B. 90 gg fm          ;Fattura emessa                ;DO                            ;
05005;LDD SPA A SOCIO UNICO - NUOVO COD. 3297 ;B;FVE;Fattura emessa LDD SPA A SOCIO UNICO;2014;036479;00036479;30/09/2014;30/09/2014;31/12/2014;Euro                          ;          696,86;Bonifico B. 90 gg fm          ;Fattura emessa                ;DO                            ;
05005;LDD SPA A SOCIO UNICO - NUOVO COD. 3297 ;B;FVE;Fattura emessa LDD SPA A SOCIO UNICO;2014;036480;00036480;30/09/2014;30/09/2014;31/12/2014;Euro                          ;         1045,30;Bonifico B. 90 gg fm          ;Fattura emessa                ;DO                            ;
05005;LDD SPA A SOCIO UNICO - NUOVO COD. 3297 ;B;FVE;Fattura emessa LDD SPA A SOCIO UNICO;2014;036481;00036481;30/09/2014;30/09/2014;31/12/2014;Euro                          ;         1045,30;Bonifico B. 90 gg fm          ;Fattura emessa                ;DO                            ;
04252;LUBRITALIA SPA                          ;W;FVE;Fattura emessa LUBRITALIA SPA;2014;036482;00036482;30/09/2014;30/09/2014;31/12/2014;Euro                          ;          659,41;RI.BA   90 gg fm              ;Fattura emessa                ;Texaco                        ;
04252;LUBRITALIA SPA                          ;W;FVE;Fattura emessa LUBRITALIA SPA;2014;036483;00036483;30/09/2014;30/09/2014;31/12/2014;Euro                          ;         1421,06;RI.BA   90 gg fm              ;Fattura emessa                ;Texaco                        ;
01051;LUBRITEX SRL DI MARCO ROMEO             ;W;FVE;Fattura emessa LUBRITEX SRL DI MARCO ROMEO;2014;036484;00036484;30/09/2014;30/09/2014;30/11/2014;Euro                          ;         1256,92;RI.BA   60 gg fm              ;Fattura emessa                ;Modulo Valore Più             ;
05152;LUCIANO GUBBIONI MATERIALE EDILE FERR.  ;W;FVE;Fattura emessa LUCIANO GUBBIONI MATERIALE EDI;2014;036485;00036485;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          596,82;RI.BA   60 gg fm              ;Fattura emessa                ;DO                            ;
02163;M. BUSINESS SRL                         ;W;FVE;Fattura emessa M. BUSINESS SRL;2014;036486;00036486;30/09/2014;30/09/2014;31/01/2015;Euro                          ;          446,28;RI.BA 120 gg fm               ;Fattura emessa                ;DO                            ;
02163;M. BUSINESS SRL                         ;W;FVE;Fattura emessa M. BUSINESS SRL;2014;036487;00036487;30/09/2014;30/09/2014;31/01/2015;Euro                          ;          382,69;RI.BA 120 gg fm               ;Fattura emessa                ;DO                            ;
02163;M. BUSINESS SRL                         ;W;FVE;Fattura emessa M. BUSINESS SRL;2014;036488;00036488;30/09/2014;30/09/2014;31/01/2015;Euro                          ;          411,87;RI.BA 120 gg fm               ;Fattura emessa                ;DO                            ;
02163;M. BUSINESS SRL                         ;W;FVE;Fattura emessa M. BUSINESS SRL;2014;036489;00036489;30/09/2014;30/09/2014;31/01/2015;Euro                          ;          268,03;RI.BA 120 gg fm               ;Fattura emessa                ;DO                            ;
02163;M. BUSINESS SRL                         ;W;FVE;Fattura emessa M. BUSINESS SRL;2014;036490;00036490;30/09/2014;30/09/2014;31/01/2015;Euro                          ;          218,87;RI.BA 120 gg fm               ;Fattura emessa                ;DO                            ;
